1.177058253,0.980881878,0.88279369,0.784705502,0.686617314,0.784705502,1.471322816,1.961763755,2.452204694,2.746469257,2.452204694,2.157940131,1.961763755,2.059851943,2.256028318,2.452204694,2.746469257,2.942645633,3.138822008,2.942645633,2.452204694,1.961763755,1.76558738,1.471322816
1.283396722,1.069497268,0.962547541,0.855597815,0.748648088,0.855597815,1.604245902,2.138994537,2.673743171,2.994592351,2.673743171,2.35289399,2.138994537,2.245944263,2.459843717,2.673743171,2.994592351,3.208491805,3.422391259,3.208491805,2.673743171,2.138994537,1.925095083,1.604245902
0.986256982,0.887631283,0.789005585,0.690379887,0.591754189,0.690379887,1.183508378,1.775262567,1.972513963,2.16976536,1.972513963,1.775262567,1.578011171,1.676636869,1.775262567,1.972513963,2.16976536,2.465642454,2.66289385,2.465642454,1.972513963,1.578011171,1.380759774,1.183508378
0.971907277,0.874716549,0.777525821,0.680335094,0.583144366,0.680335094,1.166288732,1.749433098,1.943814553,2.138196008,1.943814553,1.749433098,1.555051643,1.65224237,1.749433098,1.943814553,2.138196008,2.429768191,2.624149647,2.429768191,1.943814553,1.555051643,1.360670187,1.166288732
1.00222633,0.902003697,0.801781064,0.701558431,0.601335798,0.701558431,1.202671595,1.804007393,2.004452659,2.204897925,2.004452659,1.804007393,1.603562127,1.70378476,1.804007393,2.004452659,2.204897925,2.505565824,2.70601109,2.505565824,2.004452659,1.603562127,1.403116861,1.202671595
1.035925111,0.941750101,0.847575091,0.753400081,0.659225071,0.753400081,1.224275131,1.600975172,1.883500202,2.354375252,2.825250303,3.013600323,3.296125353,3.390300363,3.484475373,3.578650383,3.767000404,3.955350424,4.237875454,3.955350424,3.296125353,2.354375252,1.883500202,1.412625151
1.002440121,0.911309201,0.820178281,0.729047361,0.637916441,0.729047361,1.184701961,1.549225641,1.822618402,2.278273002,2.733927602,2.916189443,3.189582203,3.280713123,3.371844043,3.462974963,3.645236803,3.827498643,4.100891404,3.827498643,3.189582203,2.278273002,1.822618402,1.366963801
1.032512995,0.938648177,0.844783359,0.750918542,0.657053724,0.750918542,1.22024263,1.595701901,1.877296354,2.346620443,2.815944531,3.003674166,3.28526862,3.379133437,3.472998255,3.566863073,3.754592708,3.942322343,4.223916797,3.942322343,3.28526862,2.346620443,1.877296354,1.407972266
1.145222415,1.041111287,0.937000158,0.832889029,0.728777901,0.832889029,1.353444673,1.978111444,2.29044483,2.602778216,2.394555959,2.082222573,1.874000316,1.978111444,2.082222573,2.29044483,2.498667088,2.706889345,2.915111602,2.602778216,2.29044483,1.874000316,1.56166693,1.353444673
1.190703712,1.08245792,0.974212128,0.865966336,0.757720544,0.865966336,1.407195296,2.056670048,2.381407423,2.706144799,2.489653215,2.164915839,1.948424256,2.056670048,2.164915839,2.381407423,2.597899007,2.814390591,3.030882175,2.706144799,2.381407423,1.948424256,1.62368688,1.407195296
1.053073032,0.95733912,0.861605208,0.765871296,0.670137384,0.765871296,1.244540855,1.818944327,2.106146063,2.393347799,2.201879975,1.914678239,1.723210415,1.818944327,1.914678239,2.106146063,2.297613887,2.489081711,2.680549535,2.393347799,2.106146063,1.723210415,1.436008679,1.244540855
1.198499546,0.998749622,0.89887466,0.798999698,0.699124735,0.798999698,1.498124433,1.997499244,2.496874055,2.796498941,2.496874055,2.197249168,1.997499244,2.097374206,2.29712413,2.496874055,2.796498941,2.996248866,3.19599879,2.996248866,2.496874055,1.997499244,1.797749319,1.498124433
